DL
NR=569, NC=4
FORMAT = FULLMATRIX DIAGONAL PRESENT
COLUMN LABELS:
"sex"
"race"
"grade"
"school"
LEVEL LABELS:
"Page 1"
DATA:
  1  1 11  1
  0  1 10  1
  2  1 10  1
  2  1  9  1
  2  1  9  1
  1  1 10  1
  2  1 11  1
  2  1  9  1
  2  5 11  1
  1  1 12  1
  2  3 10  1
  1  3 10  1
  1  1 10  1
  1  1  9  1
  1  1 11  1
  2  1 10  1
  1  1 10  1
  1  1 11  1
  2  1  9  1
  1  1  9  1
  1  5  9  1
  2  1 12  1
  2  1 11  1
  1  1  9  1
  2  3 10  1
  2  3 11  1
  2  3 12  1
  2  3  9  1
  2  1 10  1
  2  3 10  1
  1  3  9  1
  1  5 11  1
  1  1  9  1
  2  3 11  1
  1  1 11  1
  1  1 11  1
  1  1  9  1
  1  1  9  1
  2  1  9  1
  2  1 10  1
  1  1  9  1
  1  1  0  1
  1  1 11  1
  2  1 10  1
  2  1 10  1
  1  1 12  1
  1  1 11  1
  1  1 12  1
  2  1  9  1
  2  1 10  1
  1  1 10  1
  1  1  9  1
  1  1  9  1
  1  1 11  1
  1  1  9  1
  2  1  9  1
  2  1  9  1
  1  3  9  1
  1  1  9  1
  1  1 10  1
  1  1  9  1
  2  1  9  1
  2  1 12  1
  1  1 11  1
  2  1 10  1
  2  1 12  1
  1  1  9  1
  1  1  9  1
  2  1 10  1
  1  1 10  1
  2  3 11  1
  2  1  9  1
  1  1  9  1
  2  1 11  1
  1  1 11  1
  2  1  9  1
  1  1 10  1
  2  1  9  1
  2  1  9  1
  1  1 12  1
  1  1 12  1
  2  3 10  1
  2  1  9  1
  2  3 10  1
  1  1  9  1
  1  1 11  1
  2  1 12  1
  1  1 12  1
  2  5 12  1
  2  1 10  1
  1  1  9  1
  2  1 12  1
  2  1 10  1
  2  1 10  1
  2  1  9  1
  1  1 10  1
  1  1  9  1
  2  1  9  1
  1  1 11  1
  2  1 11  1
  2  1  9  1
  2  1  9  1
  2  1 10  1
  1  1 11  1
  2  1 10  1
  1  1 10  1
  1  3  9  1
  2  1  9  1
  1  1 11  1
  2  1  9  1
  2  3  9  1
  1  1  9  1
  2  1 11  1
  1  1  9  1
  2  1  9  1
  1  1 11  1
  2  1 10  1
  1  1  9  1
  2  1 12  1
  1  1  9  1
  2  1 10  1
  2  1 12  1
  2  1 12  1
  1  3  9  1
  1  1 12  1
  1  1  9  1
  1  1 10  1
  1  1 11  1
  2  1 10  1
  2  1 10  1
  2  1  9  1
  1  3  9  1
  2  1 10  1
  2  1  9  1
  1  1  9  1
  1  1 12  1
  1  1  9  1
  1  5 11  1
  1  1 10  1
  2  1  9  1
  2  1 11  1
  1  1 11  1
  2  1 10  1
  1  1 11  1
  2  1 11  1
  2  1  9  1
  1  1 12  1
  2  3  9  1
  1  1 10  1
  1  1 11  1
  1  4 12  1
  1  1 12  1
  1  3  9  1
  1  1 10  1
  2  1  9  1
  2  3 12  1
  2  1 11  1
  2  1 11  1
  2  1 12  1
  2  1  9  1
  2  1 10  1
  2  1 11  1
  2  3  9  1
  2  1 11  1
  2  1  9  1
  1  1 11  1
  1  1 11  1
  2  5 10  1
  2  1 11  1
  2  3  9  1
  1  1 11  1
  1  1 11  1
  1  1 12  1
  1  1 12  1
  2  1 11  1
  1  1 11  1
  1  1 10  1
  2  3  9  1
  2  1 11  1
  1  1 12  1
  1  1 10  1
  2  1 11  1
  1  1 11  1
  2  5 11  1
  2  1  9  1
  2  1 10  1
  2  3 11  1
  2  0  9  1
  1  1 11  1
  2  3  9  1
  1  3  9  1
  1  1 10  1
  2  3  9  1
  2  1 10  1
  2  3 11  1
  2  1 11  1
  1  1 12  1
  1  1  9  1
  2  1  9  1
  2  1 10  1
  1  3  9  1
  2  1 12  1
  1  3 10  1
  2  1 12  1
  1  1  9  1
  2  1  9  1
  1  1 12  1
  1  1  9  1
  1  1 12  1
  2  1 11  1
  2  1 12  1
  2  1  9  1
  2  3  0  1
  2  1 10  1
  1  1  9  1
  2  1 12  1
  2  1  9  1
  2  1 12  1
  1  5 12  1
  1  1 12  1
  2  1 10  1
  1  1 12  1
  1  1 12  1
  1  1  9  1
  2  1 10  1
  2  1 11  1
  1  1  9  1
  2  1  9  1
  2  1 10  1
  2  1  9  1
  2  1 11  1
  2  1 10  1
  2  1 10  1
  1  3 11  1
  1  1  9  1
  2  1  9  1
  2  1 12  1
  1  3  9  1
  2  1  9  1
  1  1 11  1
  2  1 11  1
  2  1 10  1
  1  1 10  1
  1  3  9  1
  1  1 11  1
  1  1  9  1
  1  1 12  1
  2  1 11  1
  1  1 11  1
  2  3  9  1
  1  1 12  1
  2  1  9  1
  2  3 11  1
  1  3 10  1
  1  3  9  1
  1  1 12  1
  1  1 10  1
  2  1 11  1
  1  1 11  1
  1  1 10  1
  1  1 10  1
  2  1  9  1
  1  1 10  1
  1  3  9  1
  1  3  9  1
  2  1 12  1
  1  1  9  1
  2  1 10  1
  2  1 10  1
  1  3 11  1
  1  3 10  1
  2  1 10  1
  1  3  9  1
  2  1  9  1
  1  3  9  1
  1  1 10  1
  2  3 10  1
  2  1 12  1
  2  1 10  1
  2  1 12  1
  1  1 12  1
  1  1 10  1
  1  3 10  1
  1  1 12  1
  1  1 10  1
  2  1  9  1
  2  5 10  1
  2  1 10  1
  1  5 11  1
  2  3  9  1
  1  3 10  1
  1  1 12  1
  2  1  9  1
  1  1  9  1
  1  1  9  1
  1  1  9  1
  1  1 11  1
  1  1 11  1
  1  1 10  1
  2  1  9  1
  1  1  9  1
  1  1 11  1
  2  1 10  1
  1  1  9  1
  2  1 12  1
  2  1  9  1
  2  1  9  1
  2  5 12  1
  1  1 10  1
  1  1 12  1
  2  1 12  1
  2  1 10  1
  1  1 10  1
  2  1 10  1
  1  1 10  1
  2  1 12  1
  2  1 11  1
  2  1  9  1
  1  5 10  1
  1  1  9  1
  2  1  9  1
  1  3  8  0
  1  3  8  0
  2  1  8  0
  1  3  8  0
  1  3  8  0
  1  1  7  0
  2  3  7  0
  1  3  7  0
  1  1  8  0
  1  1  7  0
  2  3  7  0
  2  1  8  0
  2  3  8  0
  1  1  7  0
  2  1  7  0
  1  3  8  0
  1  3  8  0
  2  1  8  0
  1  1  8  0
  2  1  8  0
  1  1  8  0
  1  5  8  0
  2  1  8  0
  2  1  7  0
  2  1  8  0
  1  1  7  0
  2  1  7  0
  1  3  7  0
  1  1  7  0
  1  5  8  0
  1  1  7  0
  2  1  7  0
  2  3  8  0
  2  1  8  0
  1  1  8  0
  1  1  8  0
  2  3  7  0
  1  3  8  0
  2  1  8  0
  1  3  7  0
  2  1  8  0
  2  3  8  0
  0  1 12  0
  1  3  8  0
  2  1  8  0
  1  3  8  0
  2  1  7  0
  1  1  8  0
  2  1  8  0
  2  1  8  0
  2  1  7  0
  2  5  8  0
  2  1  7  0
  2  1  7  0
  2  1  7  0
  2  1  7  0
  2  1  7  0
  2  1  7  0
  1  1  8  0
  1  1  8  0
  1  3  8  0
  1  1  6  0
  1  3  7  0
  2  1  8  0
  1  3  8  0
  2  1  8  0
  2  3  8  0
  1  1  8  0
  2  3  9  0
  2  5  8  0
  2  1  7  0
  2  1  8  0
  1  1  8  0
  1  1  7  0
  2  3  8  0
  1  1  7  0
  2  3  7  0
  2  3  7  0
  1  3  7  0
  1  3  7  0
  0  5  8  0
  2  3  8  0
  1  1  8  0
  1  3  8  0
  2  1  7  0
  1  1  7  0
  2  1  7  0
  1  1  7  0
  1  1  7  0
  2  1  8  0
  1  1  8  0
  2  1  7  0
  1  1  7  0
  1  1  8  0
  1  1  8  0
  2  1  8  0
  2  1  8  0
  2  1  8  0
  2  1  8  0
  1  1  7  0
  1  3  7  0
  2  1  8  0
  1  5  8  0
  1  3  7  0
  2  1  8  0
  1  1  7  0
  1  1  8  0
  1  1  8  0
  2  1  7  0
  1  1  8  0
  2  5  7  0
  2  1  8  0
  1  1  8  0
  2  1  8  0
  1  3  8  0
  1  1  7  0
  1  5  7  0
  2  3  7  0
  2  3  7  0
  2  1  7  0
  1  1  7  0
  1  1  7  0
  1  1  8  0
  1  1  7  0
  1  1  7  0
  2  1  8  0
  2  1  8  0
  1  1  8  0
  2  1  8  0
  1  1  8  0
  1  0  7  0
  1  5  8  0
  1  1  7  0
  2  3  7  0
  1  5  8  0
  2  3  7  0
  1  1  7  0
  2  5  7  0
  2  1  8  0
  1  1  8  0
  2  5  8  0
  2  1  7  0
  1  1  7  0
  2  1  8  0
  2  1 10  0
  2  1  9  0
  2  1  8  0
  2  1  8  0
  1  1  8  0
  1  1  8  0
  2  3  8  0
  2  1  0  0
  2  1  8  0
  1  3  8  0
  1  1  7  0
  1  1  8  0
  1  1  8  0
  1  1  8  0
  1  1  7  0
  2  1  8  0
  2  1  8  0
  1  3  7  0
  1  1  8  0
  1  3  8  0
  1  1  7  0
  1  3  7  0
  2  3  7  0
  1  1  8  0
  2  1  7  0
  1  1  8  0
  2  2  7  0
  2  1  8  0
  1  3  7  0
  1  3  7  0
  1  3  7  0
  1  3  7  0
  2  1  8  0
  1  1  7  0
  1  3  8  0
  1  1  7  0
  2  3  7  0
  1  1  7  0
  1  1  7  0
  2  1  8  0
  2  1  7  0
  2  1  8  0
  2  1  7  0
  2  1  8  0
  2  1  8  0
  1  1  7  0
  2  1  8  0
  2  1  7  0
  1  3  7  0
  2  1  7  0
  2  3  7  0
  1  3  8  0
  2  5  7  0
  2  3  7  0
  1  1  7  0
  1  3 11  0
  2  1  7  0
  2  1  8  0
  1  1  7  0
  1  3  8  0
  1  5  7  0
  2  1  8  0
  1  5  7  0
  1  1  7  0
  1  3  8  0
  2  1  7  0
  1  3  8  0
  2  3  8  0
  2  1  7  0
  2  1  7  0
  2  1  8  0
  2  1  7  0
  2  1  8  0
  1  1  8  0
  2  1  8  0
  2  1 12  0
  2  1  7  0
  2  1  7  0
  2  1  7  0
  1  1  8  0
  2  1  7  0
  1  1  7  0
  1  1  7  0
  1  1  8  0
  1  3  8  0
  2  3  7  0
  2  1  8  0
  2  1  8  0
  2  1  7  0
  1  3  7  0
  1  0  8  0
  2  3  7  0
  1  3  8  0
  2  1  8  0
  1  1  7  0
  1  1  7  0
  1  1  8  0
  2  1  8  0
  2  1  7  0
  1  5  7  0
  1  1  7  0
  1  1  8  0
  2  1  8  0
  1  1 11  0
