DL
NR=578, NC=3
FORMAT = FULLMATRIX DIAGONAL PRESENT
COLUMN LABELS:
"sex"
"race"
"grade"
LEVEL LABELS:
"Page 1"
DATA:
  2  1 10
  1  1  7
  2  1  9
  2  1  8
  1  1 10
  1  1  7
  2  1  7
  1  1  7
  1  1  9
  1  1 10
  2  1  9
  1  1  7
  1  1  7
  2  1  7
  2  1  9
  2  1  8
  1  1  7
  1  1  9
  2  1  9
  2  1 11
  2  1  9
  2  1  8
  2  1 11
  2  1  7
  2  1 11
  1  1  8
  2  1 11
  2  1 10
  1  1  7
  1  1  7
  1  1 11
  1  1 10
  2  1  9
  2  1 11
  2  1 11
  1  1 12
  2  1 11
  1  1 11
  1  1  9
  1  1 10
  2  1  8
  1  5  7
  2  1 10
  1  5  7
  1  1  8
  2  1  7
  2  5  9
  1  1  9
  1  1  7
  2  1  8
  2  1 10
  1  1  7
  1  1 11
  1  1  7
  1  1  9
  2  1  9
  2  5  7
  2  1 10
  2  1 10
  2  1  7
  2  1  9
  2  1  8
  2  1 10
  1  5  8
  2  5  8
  2  1 11
  2  1  7
  2  5  8
  1  1 11
  1  1 11
  2  5 11
  2  1  8
  1  1 10
  1  1 10
  2  1  9
  2  1 11
  1  1  9
  2  1  7
  2  5  9
  2  1  7
  1  1  9
  2  1  7
  1  1 10
  1  1  9
  2  1 12
  2  1  9
  1  1 11
  1  1  7
  2  1 11
  2  1 10
  2  1 11
  2  1  9
  2  1  8
  1  1 11
  1  1  8
  2  5  9
  2  1 12
  2  1 12
  2  1  9
  2  1  8
  1  1 10
  2  1  7
  2  1 11
  2  1 11
  1  1  8
  1  1 10
  1  0 10
  2  1 10
  2  1 11
  1  1  8
  1  1 12
  2  1 11
  1  1 12
  1  1 10
  1  1 10
  2  1 11
  1  1  9
  2  1  8
  1  1  8
  2  1  9
  1  5  7
  2  1  9
  2  1 10
  1  5  7
  1  1 11
  1  1  7
  2  1  7
  1  1 10
  2  1 10
  2  1  8
  1  1  7
  2  1  9
  2  1  8
  1  1 11
  2  5  8
  1  1 10
  2  1  7
  1  1 11
  1  5  8
  1  1  7
  1  1  9
  2  1  7
  2  1  8
  1  1 10
  1  1  9
  1  1 11
  1  3 11
  2  1  9
  2  1 12
  1  1  7
  1  1  9
  2  1 10
  2  1  7
  1  1  8
  2  1  9
  1  1 11
  1  1 11
  2  1  7
  1  5  7
  2  1  9
  2  1 12
  2  1  8
  2  1  9
  1  1  9
  1  1  9
  1  1 11
  1  1  7
  2  1 12
  1  1 12
  2  1  9
  2  1  9
  1  1 10
  1  1 11
  2  1  8
  2  1  7
  1  1  8
  2  1 10
  1  1  9
  2  1 10
  2  1  8
  2  1  8
  1  1  7
  2  1  8
  2  1  7
  2  1  9
  1  1 12
  2  1 12
  1  1  7
  1  1  7
  2  1  9
  1  1  9
  2  1  8
  2  5 12
  2  1 11
  2  1 10
  1  1  7
  2  1  9
  1  1 12
  2  1  9
  2  1 12
  2  1 10
  1  1  8
  2  1 11
  2  1 11
  2  1  9
  2  5  8
  1  1 10
  1  1 10
  2  1 11
  1  1  7
  1  1  7
  1  0  8
  1  1  9
  1  1 12
  1  3  7
  1  1  9
  1  1 10
  2  5  7
  2  0  7
  1  1  9
  1  1  7
  2  1  8
  2  1  9
  1  1 12
  2  1 12
  1  1 11
  2  1 10
  2  1 10
  2  1  9
  1  1 12
  1  1  9
  1  1  7
  1  1 11
  2  1 11
  2  1  8
  1  1  8
  1  1  9
  2  1  7
  2  1 12
  1  1  7
  2  1  9
  2  1 10
  1  1  7
  2  5  9
  2  5  8
  2  1  0
  1  1  8
  1  1 10
  1  1 11
  1  1  7
  1  1  9
  1  1  9
  2  1  7
  2  1 12
  1  1 12
  2  3  7
  2  1  8
  2  5  7
  1  1  7
  2  1  9
  1  1  9
  1  1 10
  2  3  8
  2  1 10
  2  1  8
  2  1 11
  2  1 11
  2  1  7
  2  1  7
  1  1 10
  2  1  9
  2  1  9
  2  1 12
  2  1  7
  2  1 10
  2  1 12
  1  5  7
  2  1  9
  1  1  8
  2  1 10
  1  1 10
  2  1 11
  2  1 11
  1  1  8
  2  1  9
  1  1 10
  1  1 12
  2  1  7
  2  1 12
  1  1 10
  2  1 11
  1  1  7
  2  1 10
  1  1 11
  2  1 12
  1  1  7
  2  1  8
  2  1  9
  2  1  8
  2  1 11
  1  1 12
  1  1 10
  2  1  8
  2  1 10
  1  1  7
  1  1 12
  1  1 12
  1  3 10
  1  1 12
  1  0  7
  1  1 12
  1  1  7
  2  1  8
  1  1  8
  2  1  8
  2  1  8
  2  1  9
  1  1  7
  1  1 10
  2  1  9
  2  1  9
  1  1  9
  1  5  7
  2  1  7
  2  1  9
  2  1  7
  2  1 11
  1  1 11
  2  1 12
  1  3  8
  2  0  7
  1  1 10
  1  1  7
  1  1  9
  1  5 10
  2  1 11
  2  1  8
  2  1  8
  1  1 12
  2  1  7
  2  1 10
  1  1 12
  1  5 10
  1  1  9
  2  1 11
  1  5 10
  2  1 12
  2  1 11
  2  1  8
  1  1 12
  1  1  7
  1  1  9
  2  1  7
  2  1  8
  2  1  9
  1  1 10
  2  0  7
  2  1 11
  1  1  9
  2  1 10
  1  1  9
  2  1 11
  2  1 11
  2  1 11
  2  1 10
  1  1  8
  1  1  8
  1  5  7
  1  1  7
  1  5 11
  1  1  8
  2  1  8
  2  1 10
  2  1 10
  2  1 12
  1  1 11
  1  1 10
  1  5  8
  2  1 10
  2  1  8
  1  1 11
  1  5 11
  1  1 10
  2  1  9
  2  1  9
  1  3  9
  1  0  8
  2  1  9
  1  1  8
  1  1 12
  2  1  7
  2  1 12
  2  1 10
  1  1  8
  1  1  9
  2  1  7
  2  1  7
  1  1  9
  1  1  9
  1  1  8
  2  1  7
  2  1  8
  1  1  7
  1  1  7
  1  1 11
  1  1  7
  1  1  8
  1  5  9
  2  1 11
  2  1  9
  1  1  7
  2  1 12
  1  1 11
  2  1 11
  1  1  7
  1  1 11
  1  1 10
  2  1  9
  1  1 10
  1  1  9
  1  1  7
  1  1 12
  1  1  8
  1  1  9
  2  2  0
  1  1  8
  1  1 11
  2  1  8
  2  3  7
  1  3 10
  2  5  7
  1  1  7
  1  1  9
  2  1  9
  1  1 11
  1  1  8
  1  1 10
  2  1 12
  2  1  9
  1  1 11
  1  4 10
  2  1  9
  1  1  7
  2  1 12
  2  1 12
  2  1 10
  2  1  8
  1  5  9
  2  1  8
  1  1 12
  1  1  9
  1  1  9
