DL
NR=71, NC=3
FORMAT = EDGELIST1 DIAGONAL ABSENT
COLUMN LABELS:
"sex"
"race"
"grade"
DATA:
  1  1  1
  1  2  1
  1  3 12
  2  1  1
  2  2  1
  2  3  7
  3  1  2
  3  2  1
  3  3  9
  4  1  1
  4  2  5
  4  3  7
  5  1  1
  5  2  3
  5  3 10
  6  1  2
  6  2  1
  6  3  9
  7  1  2
  7  2  1
  7  3  8
  8  1  1
  8  2  1
  8  3 10
  9  1  1
  9  2  1
  9  3 11
 10  1  2
 10  2  1
 10  3  7
 11  1  2
 11  2  1
 11  3  8
 12  1  2
 12  2  1
 12  3 11
 13  1  2
 13  2  5
 13  3  8
 14  1  2
 14  2  1
 14  3 10
 15  1  2
 15  2  1
 15  3  8
 16  1  1
 16  2  1
 16  3  8
 17  1  2
 17  2  1
 17  3  8
 18  1  1
 18  2  1
 18  3 10
 19  1  1
 19  2  1
 19  3  9
 20  1  2
 20  2  1
 20  3  7
 21  1  1
 21  2  1
 21  3  8
 22  1  1
 22  2  1
 22  3  8
 23  1  2
 23  2  1
 23  3 11
 24  1  1
 24  2  1
 24  3  8
 25  1  1
 25  2  1
 25  3  9
 26  1  1
 26  2  5
 26  3  9
 27  1  2
 27  2  1
 27  3  7
 28  1  2
 28  2  1
 28  3 11
 29  1  2
 29  2  1
 29  3  9
 30  1  2
 30  2  1
 30  3 10
 31  1  2
 31  2  1
 31  3  8
 32  1  2
 32  2  5
 32  3 11
 33  1  1
 33  2  1
 33  3  7
 34  1  2
 34  2  1
 34  3  9
 35  1  2
 35  2  1
 35  3 11
 36  1  1
 36  2  1
 36  3 11
 37  1  1
 37  2  1
 37  3 11
 38  1  1
 38  2  1
 38  3 10
 39  1  2
 39  2  1
 39  3 10
 40  1  2
 40  2  5
 40  3  9
 41  1  1
 41  2  1
 41  3  9
 42  1  1
 42  2  5
 42  3  7
 43  1  2
 43  2  1
 43  3 10
 44  1  1
 44  2  1
 44  3 10
 45  1  2
 45  2  1
 45  3  7
 46  1  2
 46  2  5
 46  3  7
 47  1  1
 47  2  1
 47  3  9
 48  1  1
 48  2  1
 48  3  9
 49  1  2
 49  2  1
 49  3 11
 50  1  2
 50  2  5
 50  3 11
 51  1  2
 51  2  1
 51  3  8
 52  1  1
 52  2  1
 52  3 12
 53  1  1
 53  2  1
 53  3  9
 54  1  2
 54  2  1
 54  3  9
 55  1  2
 55  2  1
 55  3 10
 56  1  2
 56  2  1
 56  3  7
 57  1  1
 57  2  1
 57  3  7
 58  1  1
 58  2  1
 58  3  9
 59  1  1
 59  2  1
 59  3  7
 60  1  2
 60  2  1
 60  3 11
 61  1  1
 61  2  1
 61  3  9
 62  1  1
 62  2  5
 62  3  7
 63  1  2
 63  2  3
 63  3 12
 64  1  2
 64  2  1
 64  3  7
 65  1  1
 65  2  1
 65  3  8
 66  1  1
 66  2  1
 66  3  9
 67  1  2
 67  2  1
 67  3 11
 68  1  2
 68  2  1
 68  3 11
 69  1  2
 69  2  1
 69  3  7
 70  1  2
 70  2  1
 70  3  8
 71  1  1
 71  2  1
 71  3 12
!
