DL
NR=291, NC=4
FORMAT = FULLMATRIX DIAGONAL PRESENT
COLUMN LABELS:
"sex"
"race"
"grade"
"school"
DATA:
  1  2 11  1
  1  2 11  1
  1  2  9  1
  2  2 11  1
  1  2 12  1
  1  2 12  1
  1  3 10  1
  1  2  9  1
  1  2 11  1
  1  2  9  1
  1  2 10  1
  1  2  9  1
  2  2 11  1
  2  2 10  1
  2  5 11  1
  1  3 10  1
  1  2  9  1
  1  2 11  1
  1  2  9  1
  1  2 11  1
  2  2  9  1
  2  2 12  1
  1  2 11  1
  1  2 11  1
  2  2 12  1
  2  2 12  1
  1  2  9  1
  2  2 11  1
  1  2 10  1
  2  2 11  1
  1  2 10  1
  1  2 12  1
  2  2 10  1
  2  3  9  1
  1  2 12  1
  2  2 10  1
  1  2  9  1
  1  2 12  1
  2  2 10  1
  2  2 10  1
  1  2 10  1
  2  2  9  1
  2  2 12  1
  2  2  9  1
  2  2 10  1
  1  2 12  1
  1  5 11  1
  2  2 11  1
  2  2 11  1
  2  2 10  1
  1  3  9  1
  2  2 10  1
  2  2 10  1
  2  2  9  1
  2  2  9  1
  1  2 12  1
  1  2 11  1
  2  2 11  1
  1  2 10  1
  2  2  9  1
  2  2 10  1
  2  2  9  1
  2  2 11  1
  2  2 12  1
  2  2 12  1
  1  2 11  1
  2  2 12  1
  2  2 11  1
  2  2 12  1
  1  2 10  1
  2  2 11  1
  2  2  9  1
  2  2  9  1
  1  3 11  1
  2  2 12  1
  2  2 10  1
  1  2 12  1
  1  2  9  1
  2  2 11  1
  1  2 11  1
  2  2 10  1
  1  2 11  1
  1  2 10  1
  2  2 12  1
  1  2  9  1
  2  2 10  1
  1  2 10  1
  2  5  9  1
  1  2 10  1
  1  2  9  1
  1  2 12  1
  2  2 11  1
  2  2 10  1
  1  5 11  1
  2  2 12  1
  2  2 11  1
  2  2 12  1
  1  5 10  1
  1  3 12  1
  2  2 12  1
  2  2  9  1
  2  2 10  1
  1  2 12  1
  2  2 11  1
  1  3 12  1
  1  2 11  1
  1  2 11  1
  2  2  9  1
  2  2 10  1
  2  2 12  1
  1  2 12  1
  2  2 10  1
  2  2 10  1
  2  5 11  1
  1  2 10  1
  1  2 12  1
  2  2  9  1
  2  2  9  1
  1  2 12  1
  1  2 12  1
  1  2 12  1
  2  2 11  1
  1  2 11  1
  2  2 11  1
  1  2 10  1
  2  2 10  1
  1  0 11  1
  1  2 10  1
  2  2 12  1
  1  2 10  1
  1  2 10  1
  1  3  9  1
  2  2  9  1
  2  2 12  1
  1  2 12  1
  1  2 12  1
  2  2  9  1
  1  2 11  1
  2  2 11  1
  2  2  9  1
  2  2 10  1
  2  2 11  1
  2  2 10  1
  1  2 11  1
  2  5 10  1
  2  2 10  1
  1  2 11  1
  2  2  9  1
  1  2  9  1
  2  2 10  1
  2  2 11  1
  1  2 11  1
  1  2 11  1
  2  2 12  1
  1  3 10  1
  2  2  9  1
  2  2 11  1
  2  2 12  1
  1  3 12  1
  2  2 11  1
  2  2 10  1
  1  3  9  1
  2  2 11  1
  2  2  9  1
  1  3 10  1
  1  2 12  1
  2  2  9  1
  2  2 12  1
  1  2 11  1
  1  2 12  1
  1  2 11  1
  2  2 10  1
  2  2 11  1
  2  2  9  1
  2  2 10  1
  1  2 12  1
  2  2  9  1
  2  2 11  1
  2  2  9  1
  1  2 11  1
  1  2 10  1
  2  2  0  1
  1  2  9  1
  1  2 11  1
  1  5  9  1
  1  2  9  1
  1  2 10  1
  2  2 11  1
  2  2 10  1
  1  2 11  1
  2  2 12  1
  2  2 10  1
  2  2 10  1
  2  2  9  1
  1  2 10  1
  2  2 12  1
  2  2 11  1
  2  2  9  1
  1  2  9  1
  1  2 11  1
  2  2 11  1
  2  2  9  1
  2  5 11  1
  2  2 10  1
  2  2  9  1
  2  2 12  1
  2  2 11  1
  2  2  7  0
  2  2  8  0
  2  2  8  0
  2  2  8  0
  1  3  7  0
  1  2  7  0
  1  2  7  0
  1  2  8  0
  1  2  8  0
  2  2  7  0
  2  2  7  0
  2  3  8  0
  2  2  7  0
  2  2  8  0
  2  2  7  0
  1  2  8  0
  1  2  7  0
  2  2  8  0
  2  2  7  0
  1  3  7  0
  1  2  8  0
  2  2  7  0
  1  2  8  0
  1  2  8  0
  2  2  8  0
  2  2  8  0
  1  2  8  0
  1  2  8  0
  2  5  8  0
  2  2  8  0
  1  2  7  0
  2  2  8  0
  1  2  8  0
  1  2  7  0
  1  2  7  0
  2  5  7  0
  1  2  7  0
  1  5  7  0
  2  2  7  0
  2  2  8  0
  1  3  8  0
  2  2  7  0
  2  3  7  0
  2  2  7  0
  1  2  8  0
  2  3  7  0
  1  2  8  0
  2  2  7  0
  1  2  8  0
  2  2  7  0
  1  2  8  0
  2  2  7  0
  2  2  8  0
  2  2  8  0
  1  2  7  0
  2  2  8  0
  1  2  8  0
  1  2  7  0
  1  5  7  0
  2  2  8  0
  1  2  7  0
  1  2  8  0
  2  2  7  0
  1  2  7  0
  2  2  7  0
  1  2  7  0
  2  2  7  0
  2  2  8  0
  2  2  8  0
  1  2  8  0
  1  2  8  0
  2  2  7  0
  2  2  7  0
  1  2  8  0
  1  2  7  0
  1  2  7  0
  2  2  7  0
  2  2  7  0
  1  2  8  0
  2  5  8  0
  2  2  8  0
  2  2  7  0
  2  2  7  0
  1  2  8  0
