DL
NR=624, NC=3
FORMAT = FULLMATRIX DIAGONAL PRESENT
COLUMN LABELS:
"sex"
"race"
"grade"
LEVEL LABELS:
"Page 1"
DATA:
  1  1 10
  1  1 10
  1  1 12
  1  4  9
  2  4 11
  2  4 12
  2  1 10
  1  4  9
  1  4 11
  1  1 12
  1  1 11
  1  4  9
  2  1  9
  1  0  9
  2  1 12
  1  1 10
  1  1 12
  1  1 10
  1  1  9
  2  5 10
  2  1 10
  1  1 12
  2  1  9
  1  1 10
  2  1 12
  2  1  9
  1  1 10
  1  1 12
  1  3 12
  1  1  9
  1  1  9
  2  5 10
  2  1 10
  2  3 10
  2  1  9
  1  3 10
  1  1 11
  2  5  9
  1  1 12
  2  4  9
  1  1 10
  1  1  9
  1  1 10
  2  4  9
  1  4 10
  2  1  9
  2  4  9
  2  1 10
  2  1 11
  2  1 10
  1  1  9
  2  1  9
  1  5  9
  1  1  9
  1  1 11
  2  1  9
  2  1  9
  1  4 11
  0  4  9
  2  4 12
  1  4 10
  1  4  9
  2  4  0
  1  4 10
  1  4 10
  0  0  0
  2  1 11
  2  1 12
  2  1 12
  2  1 10
  2  1 10
  1  4 10
  2  5 10
  2  1  9
  2  1  9
  2  1 10
  1  1 10
  2  4 11
  1  1 11
  1  1 10
  1  1  9
  1  1 12
  2  1 11
  2  1 11
  2  1 11
  1  4 12
  1  1 11
  2  4 12
  2  3  9
  1  4 10
  2  3  9
  1  4 11
  1  4 11
  1  4 10
  1  1 12
  2  4 12
  1  1 11
  2  1  9
  1  5  9
  2  5 11
  2  1 11
  1  1 11
  2  4 10
  1  1 11
  1  1 10
  2  1  9
  1  1  9
  1  1  9
  2  3  0
  1  4 10
  2  1 12
  2  1 10
  1  1 10
  2  4 10
  1  5  0
  2  1 12
  1  1 10
  2  1  9
  2  4  9
  1  3 11
  2  4 10
  1  1  9
  1  1 11
  1  1 10
  1  1 11
  1  1 10
  1  4  9
  2  3  9
  2  1 10
  1  1  9
  1  1 11
  1  4 11
  1  1  9
  1  4 10
  2  4  9
  1  4  9
  2  4 11
  1  4  9
  1  4 11
  1  4 10
  1  4 11
  1  1 11
  2  4 12
  1  1  9
  2  4 12
  2  1 11
  1  1 12
  1  1 11
  2  1 11
  1  1 12
  1  1  9
  2  3 11
  1  1 11
  1  1 11
  1  1  9
  2  1  9
  1  3 11
  2  5  9
  2  4 10
  1  4 12
  2  5  9
  1  4 12
  1  4  9
  2  4 11
  2  4 12
  1  4 11
  1  1 11
  2  1 11
  2  1 11
  1  3  9
  2  1 12
  1  4  9
  2  4 11
  2  4 11
  1  4 11
  1  1 10
  1  1 10
  1  1 10
  1  3  9
  2  1 12
  1  1 12
  1  1 10
  1  1 11
  1  1 10
  2  1  9
  1  1 11
  1  4 11
  1  1 12
  1  1 11
  1  1 10
  1  1  9
  2  4  9
  2  4 12
  1  4  9
  2  4 11
  2  4 10
  1  4 11
  2  4 11
  1  1 12
  2  4  9
  1  1  9
  1  4 10
  2  4 10
  1  4 10
  1  1 11
  2  1  9
  2  1 11
  0  0  8
  2  1  9
  1  1 12
  2  1 10
  2  4  9
  1  1 10
  2  4 11
  1  1 11
  2  1 12
  1  4 11
  2  4 11
  2  4 11
  2  4 10
  2  4  9
  1  1 11
  1  1 10
  1  1 11
  1  1 11
  1  1 10
  1  1  9
  2  5 10
  1  1 12
  1  1  9
  2  1 11
  1  1  9
  2  4 10
  2  4  9
  1  3 11
  2  3  9
  2  4  9
  1  1 12
  1  1 11
  1  1 10
  1  3 11
  2  1 12
  2  1  9
  2  1 12
  1  4  9
  1  4 10
  2  4 10
  1  4 12
  2  4 11
  1  4 10
  1  4 10
  1  4 12
  1  4  9
  1  4 11
  1  4  9
  2  1 10
  2  4 10
  2  1 10
  1  4  9
  2  4 12
  1  4  9
  2  1  9
  2  1 11
  2  1  9
  1  1  9
  1  0 12
  1  1  0
  2  1 11
  1  1 11
  2  1 12
  2  1 12
  1  1 12
  1  1  9
  1  1 12
  2  1 12
  2  1  9
  2  1 10
  1  1 12
  2  1  9
  1  1 11
  2  1  9
  1  1 12
  1  1 10
  2  4 12
  2  4 11
  2  1  0
  1  2  9
  2  1 11
  1  1 12
  1  1 12
